iter	RMSE
1665	2.929811703
1666	2.929391718
1667	2.929170431
1668	2.928901986
1669	2.928679388
1670	2.928259031
1671	2.927991834
1672	2.92738378
1673	2.926964033
1674	2.926475495
1675	2.926124139
1676	2.925955651
1677	2.925315704
1678	2.9249923
1679	2.924764558
1680	2.924564022
1681	2.924427277
1682	2.924213828
1683	2.923918264
1684	2.923648322
1685	2.923128549
1686	2.922755896
1687	2.922420056
1688	2.921939276
1689	2.921430913
1690	2.921023386
1691	2.920763107
1692	2.920473386
1693	2.920010481
1694	2.919579053
1695	2.919207722
1696	2.919061018
1697	2.918707447
1698	2.918319102
1699	2.917699538
1700	2.917288716
1701	2.917169021
1702	2.91684001
1703	2.916432972
1704	2.916114912
1705	2.915764311
1706	2.915698164
1707	2.91545122
1708	2.914956726
1709	2.914714297
1710	2.914319269
1711	2.914103179
1712	2.913472285
1713	2.913022805
1714	2.912730455
1715	2.912382294
1716	2.912196845
1717	2.911684168
1718	2.911472771
1719	2.911239898
1720	2.910917782
1721	2.910602598
1722	2.910191642
1723	2.909999874
1724	2.90960167
1725	2.909178308
1726	2.908783784
1727	2.908648069
1728	2.908261598
1729	2.908059493
1730	2.907819793
1731	2.907521944
1732	2.907196588
1733	2.906733638
1734	2.906550996
1735	2.906347254
1736	2.905864207
1737	2.905461226
1738	2.905248271
1739	2.904887918
1740	2.904727003
1741	2.904274857
1742	2.903850492
1743	2.903736676
1744	2.903524325
1745	2.903132882
1746	2.902851768
1747	2.902595776
1748	2.90238322
1749	2.902095025
1750	2.901760968
1751	2.90141735
1752	2.901009821
1753	2.900479416
1754	2.900291192
1755	2.900120613
1756	2.899821798
1757	2.899658394
1758	2.8993095
1759	2.899018007
1760	2.898430203
1761	2.898233596
1762	2.897919544
1763	2.897661524
1764	2.897452866
1765	2.897270105
1766	2.89694489
1767	2.896749541
1768	2.896513099
1769	2.896025796
1770	2.895733047
1771	2.895532734
1772	2.895235061
1773	2.894788606
1774	2.89449212
1775	2.894309421
1776	2.894118347
1777	2.893942941
1778	2.893768547
1779	2.893387519
1780	2.893210194
1781	2.892857349
1782	2.892660328
1783	2.892177324
1784	2.891899593
1785	2.891643998
1786	2.891320579
1787	2.891131288
1788	2.89064443
1789	2.890189844
1790	2.889726238
1791	2.889570163
1792	2.889352429
1793	2.888903873
1794	2.888719736
1795	2.888572583
1796	2.888232241
1797	2.888034896
1798	2.887801312
1799	2.887586406
1800	2.887406626
1801	2.887165316
1802	2.886801277
1803	2.886547645
1804	2.886196454
1805	2.885923623
1806	2.885667828
1807	2.885394268
1808	2.885237644
1809	2.88489657
1810	2.884546578
1811	2.884222676
1812	2.883952566
1813	2.883661786
1814	2.883299317
1815	2.883023682
1816	2.882841856
1817	2.882536538
1818	2.882062975
1819	2.881695601
1820	2.881242674
1821	2.880907541
1822	2.88027134
1823	2.879916892
1824	2.879636791
1825	2.879098876
1826	2.878906961
1827	2.87864412
1828	2.878104874
1829	2.877745851
1830	2.877527507
1831	2.877232687
1832	2.876962237
1833	2.876341256
1834	2.876013158
1835	2.875754775
1836	2.875438321
1837	2.875185965
1838	2.874698397
1839	2.87444193
1840	2.874091715
1841	2.873922748
1842	2.873704296
1843	2.873317386
1844	2.872946597
1845	2.872766991
1846	2.872325706
1847	2.872124534
1848	2.871756021
1849	2.871374159
1850	2.871122854
1851	2.87070628
1852	2.870476104
1853	2.869906017
1854	2.869568327
1855	2.869379364
1856	2.869147792
1857	2.868999062
1858	2.868743336
1859	2.868474156
1860	2.868302462
1861	2.868045306
1862	2.867528155
1863	2.867206663
1864	2.866843314
1865	2.866489203
1866	2.866149852
1867	2.865989858
1868	2.86581287
1869	2.86540391
1870	2.865052503
1871	2.864614054
1872	2.864357301
1873	2.864202352
1874	2.863733736
1875	2.863410092
1876	2.863247334
1877	2.862933871
1878	2.862586426
1879	2.862067039
1880	2.861539191
1881	2.861358186
1882	2.860937161
1883	2.860461878
1884	2.860266226
1885	2.860095554
1886	2.859716676
1887	2.859562114
1888	2.859296461
1889	2.8588728
1890	2.858764403
1891	2.858416169
1892	2.858248755
1893	2.857907715
1894	2.857662156
1895	2.857399781
1896	2.857164712
1897	2.856767864
1898	2.856478529
1899	2.856047833
1900	2.855849963
1901	2.855282664
1902	2.854980736
1903	2.854807689
1904	2.854515804
1905	2.85431121
1906	2.853939875
1907	2.853748568
1908	2.853380119
1909	2.852711167
1910	2.852165523
1911	2.851783683
1912	2.851401432
1913	2.851169284
1914	2.85087515
1915	2.850491682
1916	2.850277594
1917	2.849926341
1918	2.849434551
1919	2.849095049
1920	2.848791155
1921	2.848515245
1922	2.848254503
1923	2.847887453
1924	2.84750854
1925	2.847301195
1926	2.847080676
1927	2.846595041
1928	2.846207473
1929	2.845957428
1930	2.845816635
1931	2.845561108
1932	2.845343454
1933	2.844874122
1934	2.844682997
1935	2.844407751
1936	2.844017959
1937	2.843819872
1938	2.843529262
1939	2.843018368
1940	2.842896452
1941	2.84252722
1942	2.84210145
1943	2.841707045
1944	2.841389244
1945	2.840962376
1946	2.84071789
1947	2.840523498
1948	2.84031649
1949	2.839962485
1950	2.839346946
1951	2.838652472
1952	2.838188963
1953	2.837969931
1954	2.837442884
1955	2.837163199
1956	2.836824787
1957	2.836460085
1958	2.836081408
1959	2.835874568
1960	2.835529065
1961	2.835289122
1962	2.835013608
1963	2.83468457
1964	2.834271445
1965	2.833849305
1966	2.83365065
1967	2.833368685
1968	2.832836428
1969	2.832563758
1970	2.832312854
1971	2.831984676
1972	2.831563564
1973	2.83120031
1974	2.830763305
1975	2.830335165
1976	2.830054599
1977	2.829782528
1978	2.829521028
1979	2.829320421
1980	2.829073679
1981	2.828672916
1982	2.828369238
1983	2.828209459
1984	2.827878609
1985	2.827652914
1986	2.827321736
1987	2.826897032
1988	2.826632717
1989	2.826391829
1990	2.826052613
1991	2.825847255
1992	2.8254002
1993	2.825195898
1994	2.824759613
1995	2.824482035
1996	2.823979419
1997	2.823768184
1998	2.82349118
1999	2.822976308
